series,episode,baker_fist_name,baker_last_name,result,baker_age,baker_occupation,hometown,signature_bake,technical,show_stopper
3,4,Ryan,Chong,stayed in,38,Photographer,Bristol,Green Tea Opera Torte,7,"Strawberry, Rose and Pistachio Meringue"
3,4,Sarah-Jane,Willis,stayed in,28,Vicar's wife,"Bewbush, West Sussex",Chocolate and Almond Truffle Torte,4,Hazelnut Tiramisu Layered Meringue
3,4,Stuart,Marston-Smith,Eliminated,26,PE teacher,"Lichfield, Staffordshire",Black Forest Torte,8,Choca Blocka Mocha Meringue
3,4,Brendan,Lynch,Star Baker,63,Recruitment consultant,Sutton Coldfield,Clementine and Chestnut Torte,1,"Pear, Chocolate and Hazelnut Dacquoise"
3,4,Natasha,Stringer,NA,36,Midwife,"Tamworth, Staffordshire",NA,NA,NA
3,4,Peter,Maloney,NA,43,Sales manager,"Windsor, Berkshire",NA,NA,NA
3,4,Victoria,Chester,NA,50,CEO of the charity Plantlife,Somerset,NA,NA,NA
3,5,Brendan,Lynch,stayed in,63,Recruitment consultant,Sutton Coldfield,Salmon Coulibiac in a Scandinavian Pastry,3,All American Chiffon Pie
3,5,Cathryn,Dresser,stayed in,27,Shop assistant,"Pease Pottage, West Sussex",Full English Wellington,1,Chocolate and Peanut Butter Pumpkin Pie
3,5,Danny,Bryden,stayed in,45,Intensive care consultant,Sheffield,"Chickpea, Spinach & Mushroom Wellington",7,Trick or Treat Pumpkin Pie
3,5,James,Morton,stayed in,21,Medical student,"Hillswick, Shetland Islands",Four Pig Wellington,6,Sweet Potato Pie
3,5,John,Whaite,stayed in,22,Law student,Wigan,Venison and Haggis Wellington,2,Star-Spangled Pecan Pie
3,5,Sarah-Jane,Willis,stayed in,28,Vicar's wife,"Bewbush, West Sussex",Beef Wellington with Parma Ham and Gorgonzola Cheese,4,Chocolate and Banana Cream Pie
3,5,Manisha,Parmar,Eliminated,27,Nursery nurse,Leicester,Lamb Wellington with Rosemary and Mint,5,Banana Scotch Pie
3,5,Ryan,Chong,Star Baker,38,Photographer,Bristol,Curry Spiced Seabass Wellington,8,Key Lime Pie
3,5,Natasha,Stringer,NA,36,Midwife,"Tamworth, Staffordshire",NA,NA,NA
3,5,Peter,Maloney,NA,43,Sales manager,"Windsor, Berkshire",NA,NA,NA
3,5,Stuart,Marston-Smith,NA,26,PE teacher,"Lichfield, Staffordshire",NA,NA,NA
3,5,Victoria,Chester,NA,50,CEO of the charity Plantlife,Somerset,NA,NA,NA
3,6,Cathryn,Dresser,stayed in,27,Shop assistant,"Pease Pottage, West Sussex","Chocolate Walnut Whip Puddings
Elderflower Sponges",3,Roasted Vegetable Couscous and Sheep Cheese Strudel
3,6,Danny,Bryden,stayed in,45,Intensive care consultant,Sheffield,Banoffee Puddings with Walnut Butterscotch SauceJubilee Chocolate Fondants,2,"Leek, Potato, Pistachio and Gruyère Strudel"
3,6,James,Morton,stayed in,21,Medical student,"Hillswick, Shetland Islands",Banana and Clove PuddingsClootie Dumplings,7,"Strawberry, Rhubarb and Ginger Strudel"
3,6,John,Whaite,stayed in,22,Law student,Wigan,Spicy Toffee PuddingsRaspberry and White Chocolate Puddings,5,Did not complete due to injury
3,6,Ryan,Chong,stayed in,38,Photographer,Bristol,Chocolate FondantsSticky Ginger and Date Puddings,6,"Apple, Sour Cherry, Raisin and Mixed Nuts Strudel"
3,6,Sarah-Jane,Willis,stayed in,28,Vicar's wife,"Bewbush, West Sussex",Sticky Toffee PuddingsGranny's Saucy Lemon Puddings,4,Sweet Strudel with Sour Cherries
3,6,Brendan,Lynch,Star Baker,63,Recruitment consultant,Sutton Coldfield,"Rhubarb, Strawberry and Ginger Puddings
Sticky Toffee Puddings",1,"Spinach, Cheese and Walnut Strudel"
3,6,Manisha,Parmar,NA,27,Nursery nurse,Leicester,NA,NA,NA
3,6,Natasha,Stringer,NA,36,Midwife,"Tamworth, Staffordshire",NA,NA,NA
3,6,Peter,Maloney,NA,43,Sales manager,"Windsor, Berkshire",NA,NA,NA
3,6,Stuart,Marston-Smith,NA,26,PE teacher,"Lichfield, Staffordshire",NA,NA,NA
3,6,Victoria,Chester,NA,50,CEO of the charity Plantlife,Somerset,NA,NA,NA
3,7,Brendan,Lynch,stayed in,63,Recruitment consultant,Sutton Coldfield,Chelsea Bunskis,4,Black Forest Christmas Stollen
3,7,Cathryn,Dresser,stayed in,27,Shop assistant,"Pease Pottage, West Sussex",Lady Arundel's Manchet Buns,5,Bonfire Night Tear 'n' Share Brioche
3,7,James,Morton,stayed in,21,Medical student,"Hillswick, Shetland Islands",Easter Chelsea Buns,1,Whisky Kugelhopf-Brioche Baba
3,7,John,Whaite,stayed in,22,Law student,Wigan,Cherry and Almond Saffron Buns,3,Marzipan Stollen
3,7,Ryan,Chong,Eliminated,38,Photographer,Bristol,Lardy Cakes,6,Char Siu Bao
3,7,Sarah-Jane,Willis,Eliminated,28,Vicar's wife,"Bewbush, West Sussex","Orange, Nutmeg and Saffron Buns",7,Sour Cherry and Dark Chocolate Christmas Plait
3,7,Danny,Bryden,Star Baker,45,Intensive care consultant,Sheffield,Bakewell Chelsea Buns,2,European Christmas Wreath
3,7,Manisha,Parmar,NA,27,Nursery nurse,Leicester,NA,NA,NA
3,7,Natasha,Stringer,NA,36,Midwife,"Tamworth, Staffordshire",NA,NA,NA
3,7,Peter,Maloney,NA,43,Sales manager,"Windsor, Berkshire",NA,NA,NA
3,7,Stuart,Marston-Smith,NA,26,PE teacher,"Lichfield, Staffordshire",NA,NA,NA
3,7,Victoria,Chester,NA,50,CEO of the charity Plantlife,Somerset,NA,NA,NA
3,8,Brendan,Lynch,stayed in,63,Recruitment consultant,Sutton Coldfield,Multi-Seed Savoury Crackers,2,Fantasy Gingerbread Bird House
3,8,Danny,Bryden,stayed in,45,Intensive care consultant,Sheffield,Spiced Almond Drinks Crackers,4,Gingerbread Big Ben
3,8,John,Whaite,stayed in,22,Law student,Wigan,Asian Spice Crackers,3,Gingerbread Roman Coliseum
3,8,Cathryn,Dresser,Eliminated,27,Shop assistant,"Pease Pottage, West Sussex",Cheese and Pickle Crackers,5,Gingerbread Buckingham Palace
3,8,James,Morton,Star Baker,21,Medical student,"Hillswick, Shetland Islands","Smoky Cayenne, Cumin and Chilli Crackers",1,Gingerbread Barn
3,8,Manisha,Parmar,NA,27,Nursery nurse,Leicester,NA,NA,NA
3,8,Natasha,Stringer,NA,36,Midwife,"Tamworth, Staffordshire",NA,NA,NA
3,8,Peter,Maloney,NA,43,Sales manager,"Windsor, Berkshire",NA,NA,NA
3,8,Ryan,Chong,NA,38,Photographer,Bristol,NA,NA,NA
3,8,Sarah-Jane,Willis,NA,28,Vicar's wife,"Bewbush, West Sussex",NA,NA,NA
3,8,Stuart,Marston-Smith,NA,26,PE teacher,"Lichfield, Staffordshire",NA,NA,NA
3,8,Victoria,Chester,NA,50,CEO of the charity Plantlife,Somerset,NA,NA,NA
3,9,Brendan,Lynch,stayed in,63,Recruitment consultant,Sutton Coldfield,Coffee Meringue and Hazelnut CreamsApricot and Pistachio FriandsLime Curd Choux Pastry Cygnets,3,Gateau St. Honoré
3,9,John,Whaite,stayed in,22,Law student,Wigan,Lemon MadeleinesWhite Chocolate and Raspberry TartletsDark Chocolate and Cherry Macaroons,2,Gateau St. Honoré a la Passion
3,9,Danny,Bryden,Eliminated,45,Intensive care consultant,Sheffield,Blackberry and Peppermint MacaroonsMiniature Raspberry and Basil FinanciersOrange and White Chocolate Langues de Chat,4,Rosewater and Lychee St. Honoré
3,9,James,Morton,Star Baker,21,Medical student,"Hillswick, Shetland Islands","Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons",1,"Coffee, Caramel and Hazelnut Paris-Brest"
3,9,Cathryn,Dresser,NA,27,Shop assistant,"Pease Pottage, West Sussex",NA,NA,NA
3,9,Manisha,Parmar,NA,27,Nursery nurse,Leicester,NA,NA,NA
3,9,Natasha,Stringer,NA,36,Midwife,"Tamworth, Staffordshire",NA,NA,NA
3,9,Peter,Maloney,NA,43,Sales manager,"Windsor, Berkshire",NA,NA,NA
3,9,Ryan,Chong,NA,38,Photographer,Bristol,NA,NA,NA
3,9,Sarah-Jane,Willis,NA,28,Vicar's wife,"Bewbush, West Sussex",NA,NA,NA
3,9,Stuart,Marston-Smith,NA,26,PE teacher,"Lichfield, Staffordshire",NA,NA,NA
3,9,Victoria,Chester,NA,50,CEO of the charity Plantlife,Somerset,NA,NA,NA
3,10,Brendan,Lynch,Series Runner up,63,Recruitment consultant,Sutton Coldfield,Potato and Pepper Pithivier,2,Family Reunion Chiffon Cake
3,10,James,Morton,Series Runner up,21,Medical student,"Hillswick, Shetland Islands",Spanish Pithivier with Chorizo and Red Pepper,1,United Chiffon Cakes
3,10,John,Whaite,Series Winner,22,Law student,Wigan,Italian Sausage and Roasted Vegetable Pithivier,2,Heaven and Hell Chiffon Cake
3,10,Cathryn,Dresser,NA,27,Shop assistant,"Pease Pottage, West Sussex",NA,NA,NA
3,10,Danny,Bryden,NA,45,Intensive care consultant,Sheffield,NA,NA,NA
3,10,Manisha,Parmar,NA,27,Nursery nurse,Leicester,NA,NA,NA
3,10,Natasha,Stringer,NA,36,Midwife,"Tamworth, Staffordshire",NA,NA,NA
3,10,Peter,Maloney,NA,43,Sales manager,"Windsor, Berkshire",NA,NA,NA
3,10,Ryan,Chong,NA,38,Photographer,Bristol,NA,NA,NA
3,10,Sarah-Jane,Willis,NA,28,Vicar's wife,"Bewbush, West Sussex",NA,NA,NA
3,10,Stuart,Marston-Smith,NA,26,PE teacher,"Lichfield, Staffordshire",NA,NA,NA
3,10,Victoria,Chester,NA,50,CEO of the charity Plantlife,Somerset,NA,NA,NA
4,1,Ali,Imdad,stayed in,25,Charity worker,"Saltley, Birmingham",Rose and Pistachio Cake,11,"Chocolate, Raspberry and Passion Fruit Engagement Cake"
4,1,Beca,Lyne-Pirkis,stayed in,31,Military Wives' Choir Singer,"Aldershot, Hampshire",Grapefruit Sandwich Cake,8,Chocolate Cherry Indulgence
4,1,Christine,Wallace,stayed in,66,Director of an engraving company,"Didcot, Oxfordshire","Strawberry, Vanilla and Rosewater Summer Basket",3,Chocolate and Orange 'Fripperous' Hat Cake
4,1,Deborah,Manger,stayed in,51,Dentist,Peterborough,Pineapple Cake,9,'Coffee Time'
4,1,Frances,Quinn,stayed in,31,Children's Clothes Designer,"Market Harborough, Leicestershire",Giant Jam Sandwich,7,Secret Squirrel Cake
4,1,Glenn,Cosby,stayed in,37,English Teacher,"Teignmouth, Devon",Strawberries and Cream Cake,4,Almond and Espresso Chocolate Cake
4,1,Howard,Middleton,stayed in,51,Council Worker,Sheffield,Passion Fruit and Coconut Cake,6,Black Forest Revisited
4,1,Kimberley,Wilson,stayed in,30,Psychologist,London,Blood Orange Cake,10,"Chocolate, Raspberry & Basil Layer Cake"
4,1,Lucy,Bellamy,stayed in,38,Horticulturist,"Grimsby, Lincolnshire",Timperley Early Cake,2,Thyme 'Wildwood' Cake
4,1,Mark,Onley,stayed in,37,Carpenter and Kitchen Fitter,Milton Keynes,Lemon and Poppy Seed Cake,5,Chocolate Monster
4,1,Ruby,Tandoh,stayed in,20,History of Art and Philosophy Student,"Southend, Essex",Rhubarb and Custard Sandwich Cake,12,Chocolate and Ginger Night Sky Cake
4,1,Toby,Waterworth,Eliminated,30,Web Programmer,"Reading, Berkshire",Spiced and Iced Carrot Cake,13,Two Tiered Chocolate Cake
4,1,Robert,Smart,Star Baker,54,Space Satellite Designer,"Melbourn, Cambridgeshire",Pecan and Apple Cake,1,Raspberry Chocolate Cake
4,2,Ali,Imdad,stayed in,25,Charity worker,"Saltley, Birmingham",Italian Grissini,9,Sweet and Savoury Yin Yang Bread
4,2,Beca,Lyne-Pirkis,stayed in,31,Military Wives' Choir Singer,"Aldershot, Hampshire",Fennel and Chilli Breadsticks,11,Five Strand Christmas Wreath
4,2,Christine,Wallace,stayed in,66,Director of an engraving company,"Didcot, Oxfordshire",Mediterranean Breadsticks with Oregano,4,Double Plaited Loaf
4,2,Deborah,Manger,stayed in,51,Dentist,Peterborough,Fennel & Chilli Breadsticks,8,Walnut Fleur Loaf
4,2,Frances,Quinn,stayed in,31,Children's Clothes Designer,"Market Harborough, Leicestershire",Giant Matchsticks,2,Sailor's Knot
4,2,Glenn,Cosby,stayed in,37,English Teacher,"Teignmouth, Devon",Rosemary and Parmesan Grissini,7,Harvest Crown
4,2,Howard,Middleton,stayed in,51,Council Worker,Sheffield,Moroccan Breadsticks,10,Picasso Sun Bread
4,2,Kimberley,Wilson,stayed in,30,Psychologist,London,Nigella Seed and Parmesan Breadsticks,1,Peace Bread
4,2,Mark,Onley,stayed in,37,Carpenter and Kitchen Fitter,Milton Keynes,Rosemary & Raisin Breadsticks,6,Sage & Garlic Plait
4,2,Robert,Smart,stayed in,54,Space Satellite Designer,"Melbourn, Cambridgeshire",Twisty Rye Bread Sticks,5,Tribute Loaf
4,2,Lucy,Bellamy,Eliminated,38,Horticulturist,"Grimsby, Lincolnshire",Grissini with Salt,12,Roast Tomato Bread
4,2,Ruby,Tandoh,Star Baker,20,History of Art and Philosophy Student,"Southend, Essex",Mexican Breadsticks,3,White Chocolate and Orange Peacock Bread
4,2,Toby,Waterworth,NA,30,Web Programmer,"Reading, Berkshire",NA,NA,NA
4,3,Ali,Imdad,stayed in,25,Charity worker,"Saltley, Birmingham","Coconut, Raspberry and Lemon Meringue Trifle",5,Vanilla Latte Mini CakesLime & Mint Shortbread Pops
4,3,Beca,Lyne-Pirkis,stayed in,31,Military Wives' Choir Singer,"Aldershot, Hampshire",Orange and Ginger Trifle,10,Limoncello and Blueberry BurstsMillionaire Shortbread
4,3,Frances,Quinn,stayed in,31,Children's Clothes Designer,"Market Harborough, Leicestershire",Apple and Blackberry Crumble Trifle,8,'Ballet Bites' Ginger NutcrackersSugar Plum Fairy Cakes
4,3,Glenn,Cosby,stayed in,37,English Teacher,"Teignmouth, Devon",Raspberry and Almond Trifle,1,Billionaire BouchéesOrange Financiers
4,3,Howard,Middleton,stayed in,51,Council Worker,Sheffield,Caramel and Apple Trifle*,7,Black Coffee and Cardamom CakesWhite Stilton and Pear Biscuits
4,3,Kimberley,Wilson,stayed in,30,Psychologist,London,"Peach, Almond and Ginger Trifle",6,Chocolate Pistachio FinanciersLemon Bergamot Biscuits
4,3,Robert,Smart,stayed in,54,Space Satellite Designer,"Melbourn, Cambridgeshire",Rhubarb and Orange Trifle,2,Almond FriandsTurǫn Macaroons
4,3,Ruby,Tandoh,stayed in,20,History of Art and Philosophy Student,"Southend, Essex",Desert Island Trifle,3,Lemon Shortbread and White Chocolate SeashellsBlackberry and Chocolate Layer Cakes
4,3,Deborah,Manger,Eliminated,51,Dentist,Peterborough,Tropical Trifle*,9,Canelé Cherry and Chocolate CakesRose Cookies
4,3,Mark,Onley,Eliminated,37,Carpenter and Kitchen Fitter,Milton Keynes,"Ginger, Mango and Passion Fruit Trifle",11,Rose and Pistachio MacaroonsChocolate and Raspberry Bites
4,3,Christine,Wallace,Star Baker,66,Director of an engraving company,"Didcot, Oxfordshire",Caribbean Pina Colada Trifle,4,Ninety-NinersSachertorte Parcels
4,3,Lucy,Bellamy,NA,38,Horticulturist,"Grimsby, Lincolnshire",NA,NA,NA
4,3,Toby,Waterworth,NA,30,Web Programmer,"Reading, Berkshire",NA,NA,NA
4,4,Beca,Lyne-Pirkis,stayed in,31,Military Wives' Choir Singer,"Aldershot, Hampshire",Mamgu's Cherry-Apple Tart,2,Moroccan Vegetable Filo Feast
4,4,Christine,Wallace,stayed in,66,Director of an engraving company,"Didcot, Oxfordshire","Granny Rogers' Apple, Plum & Cinnamon Country Pie",7,Roasted Vegetable Filo Pie with Feta Cheese
4,4,Frances,Quinn,stayed in,31,Children's Clothes Designer,"Market Harborough, Leicestershire",Peach Pie In the Sky,1,Cherry Tree Baklava Filo Pie
4,4,Glenn,Cosby,stayed in,37,English Teacher,"Teignmouth, Devon",Apple & Maple Syrup Pie,9,Spanakopita (Walnut and Feta Cheese)
4,4,Howard,Middleton,stayed in,51,Council Worker,Sheffield,Apple Pie with Sage Pastry,5,Fresh Fig and Feta Filo Flan
4,4,Robert,Smart,stayed in,54,Space Satellite Designer,"Melbourn, Cambridgeshire",Apple and Pear Pie with Thyme,3,Spanakopita with St George's Mushrooms
4,4,Ruby,Tandoh,stayed in,20,History of Art and Philosophy Student,"Southend, Essex",Apple and Marzipan Pie,6,"Rose, Almond and Raspberry Filo Pie"
4,4,Ali,Imdad,Eliminated,25,Charity worker,"Saltley, Birmingham",Apple and Ginger Pie with a Pecan and Walnut Shortcrust Pastry,8,"Orange, Cardamom and Date M'Hanncha"
4,4,Kimberley,Wilson,Star Baker,30,Psychologist,London,Pecan and Rosemary Caramel Apple Pie,4,"Chicken, Bacon and Butternut Squash Pie"
4,4,Deborah,Manger,NA,51,Dentist,Peterborough,NA,NA,NA
4,4,Lucy,Bellamy,NA,38,Horticulturist,"Grimsby, Lincolnshire",NA,NA,NA
4,4,Mark,Onley,NA,37,Carpenter and Kitchen Fitter,Milton Keynes,NA,NA,NA
4,4,Toby,Waterworth,NA,30,Web Programmer,"Reading, Berkshire",NA,NA,NA
4,5,Beca,Lyne-Pirkis,stayed in,31,Military Wives' Choir Singer,"Aldershot, Hampshire","Chocolate, Cherry and Hazelnut Brownies",5,Tiered Macaron and Sugar Dough Biscuit Centrepiece
4,5,Frances,Quinn,stayed in,31,Children's Clothes Designer,"Market Harborough, Leicestershire",Millionaire Banoffee Bonus,3,Biscuit Buttons and Beads
4,5,Glenn,Cosby,stayed in,37,English Teacher,"Teignmouth, Devon",Apricot and Pistachio Tiffin,2,Shortbread and Macaron Helter-Skelter
4,5,Howard,Middleton,stayed in,51,Council Worker,Sheffield,Breakfast Traybake,8,Japanese Pagoda Tea Tower
4,5,Kimberley,Wilson,stayed in,30,Psychologist,London,Cherry and Almond Bakewell Florentine Slice,7,Black and White Viennese Biscuit Stack
4,5,Ruby,Tandoh,stayed in,20,History of Art and Philosophy Student,"Southend, Essex",Blackberry and Lemon Bakewell Slice,6,'Dropped Ice-Cream' Biscuit Centrepiece
4,5,Robert,Smart,Eliminated,54,Space Satellite Designer,"Melbourn, Cambridgeshire",Blueberry & Orange Traybake,4,Dalek
4,5,Christine,Wallace,Star Baker,66,Director of an engraving company,"Didcot, Oxfordshire",Mixed Berry and Almond Crumble Traybake,1,Shortbread Bavarian Clock Tower
4,5,Ali,Imdad,NA,25,Charity worker,"Saltley, Birmingham",NA,NA,NA
4,5,Deborah,Manger,NA,51,Dentist,Peterborough,NA,NA,NA
4,5,Lucy,Bellamy,NA,38,Horticulturist,"Grimsby, Lincolnshire",NA,NA,NA
4,5,Mark,Onley,NA,37,Carpenter and Kitchen Fitter,Milton Keynes,NA,NA,NA
4,5,Toby,Waterworth,NA,30,Web Programmer,"Reading, Berkshire",NA,NA,NA
4,6,Beca,Lyne-Pirkis,stayed in,31,Military Wives' Choir Singer,"Aldershot, Hampshire",Bara Brith,6,Chocolate and Rum-Soaked Prune BriochesCardamom Spiced Lemon Iced Buns
4,6,Christine,Wallace,stayed in,66,Director of an engraving company,"Didcot, Oxfordshire",Oxford Nutty Fruit Loaf,4,Schnecken BunsVanilla Custard Skolebrød
4,6,Frances,Quinn,stayed in,31,Children's Clothes Designer,"Market Harborough, Leicestershire",Chai Tea Loaf,2,Hot Cross BriochesRhubarb and Custard Kolaches
4,6,Glenn,Cosby,stayed in,37,English Teacher,"Teignmouth, Devon",Devonshire Panettone,5,Almond and Apricot BriochesSticky Caramel Kanelbullen
4,6,Kimberley,Wilson,stayed in,30,Psychologist,London,Chai Spiced Ginger and Date Tea Loaf,3,Double Chocolate and Hazelnut BriochesDanish Kanelsnurrer
4,6,Howard,Middleton,Eliminated,51,Council Worker,Sheffield,Date & Hemp Yorkshire Loaf,7,Peachy BunsGerman Baumschnecken
4,6,Ruby,Tandoh,Star Baker,20,History of Art and Philosophy Student,"Southend, Essex",Citrus Tea Loaf,1,Twisted Swedish KanelbullarSaffron St. Lucia Buns
4,6,Ali,Imdad,NA,25,Charity worker,"Saltley, Birmingham",NA,NA,NA
4,6,Deborah,Manger,NA,51,Dentist,Peterborough,NA,NA,NA
4,6,Lucy,Bellamy,NA,38,Horticulturist,"Grimsby, Lincolnshire",NA,NA,NA
4,6,Mark,Onley,NA,37,Carpenter and Kitchen Fitter,Milton Keynes,NA,NA,NA
4,6,Robert,Smart,NA,54,Space Satellite Designer,"Melbourn, Cambridgeshire",NA,NA,NA
4,6,Toby,Waterworth,NA,30,Web Programmer,"Reading, Berkshire",NA,NA,NA
4,7,Beca,Lyne-Pirkis,stayed in,31,Military Wives' Choir Singer,"Aldershot, Hampshire",Spring Lamb and Vegetable Suet Puddingwith Redcurrant Gravy,1,Nectarine and Frangipane SquaresChocolate and Hazelnut Vol-au-ventsStrawberries and Cream Mille-feuille
4,7,Christine,Wallace,stayed in,66,Director of an engraving company,"Didcot, Oxfordshire",Spotted Dick 'With a Kick'and Vanilla Custard Ice Cream,6,Eccles CakesFresh Fruit BasketsLemon Cream Eton Mess Mille-feuille
4,7,Kimberley,Wilson,stayed in,30,Psychologist,London,Barberry and Apple Spotted Dickwith Maple Syrup and White Chocolate Custard,4,"Pear, Malt and Butterscotch Mille-feuilleBlackberry and Lemon Verbena Crème Brûle Custard TartsFig, Orange and Thyme Galette"
4,7,Ruby,Tandoh,stayed in,20,History of Art and Philosophy Student,"Southend, Essex",Plum Jam Roly-Polywith Ginger Ice cream,2,Raspberry and Passion Fruit Mille-feuilleCaramelised Apple LatticePortuguese Custard Tarts
4,7,Glenn,Cosby,Eliminated,37,English Teacher,"Teignmouth, Devon",Prune and Armagnac Puddingwith Boozy Butterscotch Sauce,3,Caramelised Apple and Marzipan TartletsChocolate Elephant EarsPassion Fruit Mille-feuille
4,7,Frances,Quinn,Star Baker,31,Children's Clothes Designer,"Market Harborough, Leicestershire",Figgy Roll-y Poly Puddingwith Caramelised Walnut and Honey Ice-Cream,5,French Framboise Cream HornsSheet Music Mille-feuilleBass Clef Palmiers
4,7,Ali,Imdad,NA,25,Charity worker,"Saltley, Birmingham",NA,NA,NA
4,7,Deborah,Manger,NA,51,Dentist,Peterborough,NA,NA,NA
4,7,Howard,Middleton,NA,51,Council Worker,Sheffield,NA,NA,NA
4,7,Lucy,Bellamy,NA,38,Horticulturist,"Grimsby, Lincolnshire",NA,NA,NA
4,7,Mark,Onley,NA,37,Carpenter and Kitchen Fitter,Milton Keynes,NA,NA,NA
4,7,Robert,Smart,NA,54,Space Satellite Designer,"Melbourn, Cambridgeshire",NA,NA,NA
4,7,Toby,Waterworth,NA,30,Web Programmer,"Reading, Berkshire",NA,NA,NA
4,8,Beca,Lyne-Pirkis,stayed in,31,Military Wives' Choir Singer,"Aldershot, Hampshire","Potato, Spelt and Rosemary Focaccia",4,Spiced Butternut Squash and Pecan 'Cheese' Cake
4,8,Frances,Quinn,stayed in,31,Children's Clothes Designer,"Market Harborough, Leicestershire",'Chelsea Flour Show' Bun Bouquet,3,"Hidden Carrot Cake (Ground Praline, Beetroot and Walnut)"
4,8,Kimberley,Wilson,stayed in,30,Psychologist,London,Wild Garlic Pesto and Parma Ham Spelt Loaf,2,Butternut Squash and Spice Cake Toadstool House
4,8,Christine,Wallace,Eliminated,66,Director of an engraving company,"Didcot, Oxfordshire","Multi-Seeded Loaf with Pumpkin, Sesame and Sunflower Seeds",5,Sweet Potato Guitar with Passion Fruit Icing and Marshmallow Fondant
4,8,Ruby,Tandoh,Star Baker,20,History of Art and Philosophy Student,"Southend, Essex",Mango and Nigella Seed Spelt Cob,1,Carrot Cake and Pistachio Garden Plot
4,8,Ali,Imdad,NA,25,Charity worker,"Saltley, Birmingham",NA,NA,NA
4,8,Deborah,Manger,NA,51,Dentist,Peterborough,NA,NA,NA
4,8,Glenn,Cosby,NA,37,English Teacher,"Teignmouth, Devon",NA,NA,NA
4,8,Howard,Middleton,NA,51,Council Worker,Sheffield,NA,NA,NA
4,8,Lucy,Bellamy,NA,38,Horticulturist,"Grimsby, Lincolnshire",NA,NA,NA
4,8,Mark,Onley,NA,37,Carpenter and Kitchen Fitter,Milton Keynes,NA,NA,NA
4,8,Robert,Smart,NA,54,Space Satellite Designer,"Melbourn, Cambridgeshire",NA,NA,NA
4,8,Toby,Waterworth,NA,30,Web Programmer,"Reading, Berkshire",NA,NA,NA
4,9,Frances,Quinn,stayed in,31,Children's Clothes Designer,"Market Harborough, Leicestershire","Legume Canapés:
Chantenay CarrotsChoux Pastry TomatoesCauliflower Cheese Scones",2,Great British Soap Opera Cake
4,9,Ruby,Tandoh,stayed in,20,History of Art and Philosophy Student,"Southend, Essex","Beetroot Jelly on Poppy Seed BiscuitsSpinach, Parmesan and Egg TartletsChoux Buns with Goat's Cheese and Caramelised Onions",4,"Chocolate, Almond Praline and Saffron Opera Cake"
4,9,Beca,Lyne-Pirkis,Eliminated,31,Military Wives' Choir Singer,"Aldershot, Hampshire",Stilton and Walnut MacaronsBeetroot and Salmon Choux PuffsWelsh Rarebit Tartlets,3,Banoffee Opera Cake
4,9,Kimberley,Wilson,Star Baker,30,Psychologist,London,Pea Purée TartsCrab and Wasabi ProfiterolesSteamed Buns with Barbecue Chicken,1,Passion Fruit and Lime Opera Cake
4,9,Ali,Imdad,NA,25,Charity worker,"Saltley, Birmingham",NA,NA,NA
4,9,Christine,Wallace,NA,66,Director of an engraving company,"Didcot, Oxfordshire",NA,NA,NA
4,9,Deborah,Manger,NA,51,Dentist,Peterborough,NA,NA,NA
4,9,Glenn,Cosby,NA,37,English Teacher,"Teignmouth, Devon",NA,NA,NA
4,9,Howard,Middleton,NA,51,Council Worker,Sheffield,NA,NA,NA
4,9,Lucy,Bellamy,NA,38,Horticulturist,"Grimsby, Lincolnshire",NA,NA,NA
4,9,Mark,Onley,NA,37,Carpenter and Kitchen Fitter,Milton Keynes,NA,NA,NA
4,9,Robert,Smart,NA,54,Space Satellite Designer,"Melbourn, Cambridgeshire",NA,NA,NA
4,9,Toby,Waterworth,NA,30,Web Programmer,"Reading, Berkshire",NA,NA,NA
4,10,Kimberley,Wilson,Series Runner up,30,Psychologist,London,Chicken and Pig Pie,1,Languages of Love Wedding Cake
4,10,Ruby,Tandoh,Series Runner up,20,History of Art and Philosophy Student,"Southend, Essex",Picnic Basket Pie,2,"Raspberry, Lemon and Passion Fruit Wedding Cake"
4,10,Frances,Quinn,Series Winner,31,Children's Clothes Designer,"Market Harborough, Leicestershire",Rainbow Picnic Pie,3,Midsummer Night's Dream Wedding Cake
4,10,Ali,Imdad,NA,25,Charity worker,"Saltley, Birmingham",NA,NA,NA
4,10,Beca,Lyne-Pirkis,NA,31,Military Wives' Choir Singer,"Aldershot, Hampshire",NA,NA,NA
4,10,Christine,Wallace,NA,66,Director of an engraving company,"Didcot, Oxfordshire",NA,NA,NA
4,10,Deborah,Manger,NA,51,Dentist,Peterborough,NA,NA,NA
4,10,Glenn,Cosby,NA,37,English Teacher,"Teignmouth, Devon",NA,NA,NA
4,10,Howard,Middleton,NA,51,Council Worker,Sheffield,NA,NA,NA
4,10,Lucy,Bellamy,NA,38,Horticulturist,"Grimsby, Lincolnshire",NA,NA,NA
4,10,Mark,Onley,NA,37,Carpenter and Kitchen Fitter,Milton Keynes,NA,NA,NA
4,10,Robert,Smart,NA,54,Space Satellite Designer,"Melbourn, Cambridgeshire",NA,NA,NA
4,10,Toby,Waterworth,NA,30,Web Programmer,"Reading, Berkshire",NA,NA,NA
5,1,Chetna,Makan,stayed in,35,Fashion Designer,"Broadstairs, Kent","Cardamom, Pistachio and Coffee Swiss Roll",3,Tiered Victoria Sponges with Lemon Curd and Raspberry Cream
